Jugador,Puesto,Equipo,Cotizacion,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,PCG,AcG,PrG,PCT,AcT,PrT,G,GJ,GP,GV,GR,GC,VF,VI,TA,TR,PE,PA
"Anselmo, Federico",DEL,Estudiantes LP,400,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,2,10,5,2,10,5,0,0,0,0,0,0,0,0,0,0,0,0
"Auzqui, Carlos",DEL,Estudiantes LP,4000000,5,0,4,5,12,4,-1,0,0,0,5,0,4,2,5,9,40,4.44,10,45,4.5,1,1,0,1,0,0,0,0,1,1,0,0
"Carrillo, Guido",DEL,Estudiantes LP,5500000,5,9,13,0,0,5,0,6,5,0,4,0,10,6,13,8,62,7.75,10,76,7.6,4,3,1,3,0,0,0,0,1,0,0,0
"Cerutti, Ezequiel",DEL,Estudiantes LP,3400000,5,5,17,0,0,6,2,6,5,0,5,4,6,6,4,10,61,6.1,12,71,5.92,1,0,1,1,0,0,1,0,2,0,0,0
"Mendoza, Diego",DEL,Estudiantes LP,300,0,0,0,4,8,0,0,0,0,5,0,0,0,0,0,3,17,5.67,3,17,5.67,1,0,1,1,0,0,0,0,1,0,0,0
"Quintana, Facundo",DEL,Estudiantes LP,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rosso, Matías",DEL,Estudiantes LP,600,0,0,0,4,0,0,0,0,5,5,0,5,0,0,0,4,19,4.75,4,19,4.75,0,0,0,0,0,0,0,0,0,0,0,0
"Umeres, Elías",DEL,Estudiantes LP,300,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,6,6,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0
"Vera, Diego",DEL,Estudiantes LP,4500000,0,0,0,0,0,0,4,4,0,0,5,10,0,0,4,5,27,5.4,5,27,5.4,2,2,0,1,0,0,0,0,0,0,0,0
"Arias, Alexis",ARQ,Gimnasia LP,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bonnin, Yair",ARQ,Gimnasia LP,1800000,5,11,-1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0.5,4,17,4.25,0,0,0,0,7,0,1,0,1,0,0,0
"Navarro, Nicolás",ARQ,Gimnasia LP,3400000,0,0,0,1,6,3,0,10,4,9,15,7,10,15,0,11,80,7.27,11,80,7.27,0,0,0,0,11,0,4,4,2,0,0,0
"Barsottini, Osvaldo",DEF,Gimnasia LP,5100000,5,6,1,5,4,3,2,4,4,7,7,8,0,0,5,12,50,4.17,14,61,4.36,0,0,0,0,0,0,0,3,4,1,0,0
"Benítez, Oliver",DEF,Gimnasia LP,3800000,4,6,0,5,5,3,5,5,5,7,0,0,5,8,5,10,53,5.3,12,63,5.25,0,0,0,0,0,0,0,4,2,1,0,0
"Bonifacio, Ezequiel",DEF,Gimnasia LP,500,0,0,0,0,0,0,0,7,0,0,9,5,0,7,6,5,34,6.8,5,34,6.8,0,0,0,0,0,0,0,4,1,0,0,0
"Coronel, Maximiliano",DEF,Gimnasia LP,2600000,0,6,-1,0,0,3,15,17,6,7,7,8,3,5,0,10,70,7,11,76,6.91,2,2,0,1,0,0,0,5,4,1,0,0
"Guanini, Manuel",DEF,Gimnasia LP,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Licht, Lucas",DEF,Gimnasia LP,5500000,0,5,4,6,5,7,0,0,0,0,0,0,0,0,0,4,22,5.5,5,27,5.4,0,0,0,0,0,0,0,1,1,0,0,0
"Oreja, Facundo",DEF,Gimnasia LP,4500000,6,6,4,0,0,4,2,3,6,7,5,8,6,8,5,12,58,4.83,14,70,5,0,0,0,0,0,0,0,4,3,1,0,0
"Velázquez, Sergio",DEF,Gimnasia LP,2400000,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,2,5,2.5,0,0,0,0,0,0,0,0,2,0,0,0
"Andrada, Brian",VOL,Gimnasia LP,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Brum, Roberto",VOL,Gimnasia LP,3400000,0,6,5,4,5,2,3,3,6,6,3,0,4,4,5,12,50,4.17,13,56,4.31,0,0,0,0,0,0,0,0,7,0,0,0
"Fernández, Alvaro",VOL,Gimnasia LP,3800000,1,6,6,4,10,4,5,4,5,4,5,6,4,5,13,13,75,5.77,15,82,5.47,2,2,0,0,0,0,0,0,2,0,0,0
"Fernández, Ignacio",VOL,Gimnasia LP,3500000,0,5,3,5,0,5,13,5,13,5,6,6,14,4,19,12,98,8.17,13,103,7.92,5,5,0,0,0,0,1,0,2,0,0,0
"García, Ariel Matías",VOL,Gimnasia LP,2500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gorgerino, Maximiliano",VOL,Gimnasia LP,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jáuregui, Ignacio",VOL,Gimnasia LP,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lachalde, Ignacio",VOL,Gimnasia LP,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mendoza, Javier",VOL,Gimnasia LP,2300000,5,5,7,6,0,0,0,0,0,0,0,0,0,0,0,2,13,6.5,4,23,5.75,0,0,0,0,0,0,0,0,0,0,0,0
"Meza, Maximiliano",VOL,Gimnasia LP,3000000,5,14,3,5,5,4,5,2,2,5,4,6,6,7,13,13,67,5.15,15,86,5.73,2,2,0,1,0,0,0,0,3,0,0,0
"Nicolaievsky, Diego",VOL,Gimnasia LP,2000000,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,5,5,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0
"Pocholo, Juan Pablo",VOL,Gimnasia LP,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pouso, Omar",VOL,Gimnasia LP,3700000,4,6,0,0,0,0,0,0,0,0,0,3,0,0,0,1,3,3,3,13,4.33,0,0,0,0,0,0,0,0,1,0,0,0
"Rojas, Jorge",VOL,Gimnasia LP,2600000,5,5,5,5,4,3,0,0,0,6,0,0,5,14,20,8,62,7.75,10,72,7.2,3,3,0,1,0,0,0,0,2,0,0,0
"Silva, Juan Ignacio",VOL,Gimnasia LP,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bou, Walter",DEL,Gimnasia LP,1800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Contín, Leandro",DEL,Gimnasia LP,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Contreras, Rodrigo",DEL,Gimnasia LP,2900000,0,0,0,0,0,0,0,0,0,16,4,0,0,0,0,2,20,10,2,20,10,1,1,0,1,0,0,1,0,0,0,0,0
"Lugones, Alejandro",DEL,Gimnasia LP,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mazzola, Nicolás",DEL,Gimnasia LP,1300000,2,0,5,0,4,0,0,0,0,0,0,0,11,5,2,5,27,5.4,6,29,4.83,1,1,0,0,0,0,0,0,3,0,0,0
"Medina, Antonio",DEL,Gimnasia LP,3800000,4,0,0,12,4,5,6,4,21,0,5,0,0,0,0,8,57,7.13,9,61,6.78,3,3,0,1,0,0,1,0,1,1,0,0
"Paschetta, Leandro",DEL,Gimnasia LP,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ramírez, Erik",DEL,Gimnasia LP,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vegetti, Pablo",DEL,Gimnasia LP,4000000,5,3,11,5,6,5,6,4,5,4,3,5,3,0,0,11,57,5.18,13,65,5,1,1,0,0,0,0,0,0,2,0,0,0
"Moyano, Sebastián",ARQ,Godoy Cruz AT,2900000,5,10,3,9,-1,9,3,3,0,0,0,0,0,0,0,6,26,4.33,8,41,5.13,0,0,0,0,14,0,1,1,0,0,0,1
"Ramírez, Roberto",ARQ,Godoy Cruz AT,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rey, Rodrigo",ARQ,Godoy Cruz AT,2000000,0,0,0,0,0,0,0,0,4,2,19,8,9,6,8,7,56,8,7,56,8,0,0,0,0,5,0,1,4,0,0,0,1
"Alvacete, Juan Ignacio",DEF,Godoy Cruz AT,2700000,6,2,0,0,0,5,5,5,5,4,6,4,0,0,0,7,34,4.86,9,42,4.67,0,0,0,0,0,1,0,2,2,0,0,0
"Bay, Jonathan",DEF,Godoy Cruz AT,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bonacorso, Ezequiel",DEF,Godoy Cruz AT,300,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,7,7,1,7,7,0,0,0,0,0,0,0,1,1,0,0,0
"Burgos, Esteban",DEF,Godoy Cruz AT,1400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,7,7,1,7,7,0,0,0,0,0,0,0,1,0,0,0,0
"Ceballos, Lucas",DEF,Godoy Cruz AT,3400000,4,5,5,8,4,5,3,2,5,4,0,0,7,5,5,11,53,4.82,13,62,4.77,0,0,0,0,0,0,0,3,3,0,0,0
"Cosaro, Guillermo",DEF,Godoy Cruz AT,3500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Galeano, Leonel",DEF,Godoy Cruz AT,2900000,6,3,6,7,4,2,5,0,0,3,8,7,9,3,0,11,54,4.91,13,63,4.85,0,0,0,0,0,0,0,4,5,1,0,0
"Olivares, Leandro",DEF,Godoy Cruz AT,1800000,7,0,0,8,1,4,1,5,4,0,0,0,0,0,8,7,31,4.43,8,38,4.75,0,0,0,0,0,0,0,3,2,0,0,0
"Viera, Diego",DEF,Godoy Cruz AT,1700000,4,5,7,8,5,4,5,5,5,4,7,5,8,6,0,12,69,5.75,14,78,5.57,0,0,0,0,0,0,0,4,2,1,0,0
"Zárate, Nahuel",DEF,Godoy Cruz AT,3000000,4,5,5,0,0,0,0,0,0,0,5,7,7,5,4,6,33,5.5,8,42,5.25,0,0,0,0,0,0,0,4,2,0,0,0
"Angileri, Fabricio",VOL,Godoy Cruz AT,2400000,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,2,10,5,2,10,5,0,0,0,0,0,0,0,0,0,0,0,0
"Bella, Iván",VOL,Godoy Cruz AT,2500000,5,5,9,7,4,4,6,3,0,0,0,0,0,0,0,6,33,5.5,8,43,5.38,0,0,0,0,0,0,1,0,2,0,0,0
"Díaz, Agustín",VOL,Godoy Cruz AT,2000000,0,0,5,0,5,0,0,5,0,0,5,0,0,0,0,4,20,5,4,20,5,0,0,0,0,0,0,0,0,0,0,0,0
"De Faría, Luis",VOL,Godoy Cruz AT,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gallucci Otero, Santiago",VOL,Godoy Cruz AT,1300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"García, Emmanuel",VOL,Godoy Cruz AT,1200000,3,4,6,12,4,3,6,0,0,0,0,0,0,5,0,7,36,5.14,9,43,4.78,0,0,0,0,0,0,1,0,3,1,0,0
"Giménez, Gastón",VOL,Godoy Cruz AT,1800000,0,0,0,0,0,5,5,0,0,0,6,4,6,0,10,7,36,5.14,7,36,5.14,0,0,0,0,0,0,1,0,1,0,0,0
"González, Angel",VOL,Godoy Cruz AT,300,0,0,0,0,0,0,0,0,6,2,6,11,5,6,5,7,41,5.86,7,41,5.86,0,0,0,0,0,0,1,0,2,0,0,0
"Gonzalez, Daniel",VOL,Godoy Cruz AT,2600000,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,4.5,0,0,0,0,0,0,0,0,0,0,0,0
"Jerez Silva, Luis",VOL,Godoy Cruz AT,2600000,0,0,0,0,0,0,0,0,3,3,5,6,6,5,4,7,32,4.57,7,32,4.57,0,0,0,0,0,0,0,0,3,0,0,0
"Mercado, Kevin",VOL,Godoy Cruz AT,2900000,0,0,0,14,5,6,7,5,7,6,6,5,5,0,4,11,70,6.36,11,70,6.36,1,1,0,1,0,0,0,0,0,1,0,0
"Moyano, Gabriel",VOL,Godoy Cruz AT,1700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zuqui, Fernando",VOL,Godoy Cruz AT,2300000,4,4,4,7,3,6,6,6,6,5,6,6,9,0,5,12,69,5.75,14,77,5.5,0,0,0,0,0,0,1,0,5,0,0,0
"Ayoví, Jaime",DEL,Godoy Cruz AT,5200000,0,3,10,7,5,2,0,-1,10,5,9,6,3,0,0,10,56,5.6,11,59,5.36,3,3,0,0,0,0,0,0,3,1,1,0
"Caruso, Leandro",DEL,Godoy Cruz AT,3500000,4,0,5,0,0,0,0,0,0,4,0,0,0,0,0,2,9,4.5,3,13,4.33,0,0,0,0,0,0,0,0,1,0,0,0
"Correa, Javier",DEL,Godoy Cruz AT,2800000,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-1,2,3,1.5,2,3,1.5,0,0,0,0,0,0,0,0,0,1,0,0
"Fernández, Leandro",DEL,Godoy Cruz AT,3600000,6,11,6,13,10,-1,14,0,4,5,5,5,4,6,4,12,75,6.25,14,92,6.57,6,4,2,2,0,0,1,0,4,1,1,0
"Garro, Juan",DEL,Godoy Cruz AT,2300000,5,0,10,7,5,0,10,4,0,0,0,0,0,3,4,7,43,6.14,8,48,6,2,2,0,0,0,0,0,0,1,0,0,0
"Vila, Luis",DEL,Godoy Cruz AT,1700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Díaz, Marcos",ARQ,Huracán,4000000,4,15,0,0,2,9,7,3,5,0,5,2,16,3,4,10,56,5.6,12,75,6.25,0,0,0,0,16,0,2,3,0,0,0,0
"Femia, Lucas",ARQ,Huracán,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Giordano, Matías",ARQ,Huracán,2600000,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,2,5,2.5,2,5,2.5,0,0,0,0,4,0,0,0,0,0,0,0
"Marinelli, Gonzalo",ARQ,Huracán,1700000,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,4,4,1,4,4,0,0,0,0,1,0,0,0,0,0,0,0
"Arano, Carlos",DEF,Huracán,3700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,7,7,1,7,7,0,0,0,0,0,0,0,1,0,0,0,0
"Balbi, Luciano",DEF,Huracán,3300000,6,6,5,0,0,9,7,0,0,0,4,5,4,4,4,8,42,5.25,10,54,5.4,0,0,0,0,0,0,0,4,1,0,0,0
"Blázquez, Matías",DEF,Huracán,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Carrera, Santiago",DEF,Huracán,2000000,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,2,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0
"Domínguez, Eduardo",DEF,Huracán,4000000,6,8,0,0,4,9,5,5,5,0,0,0,4,24,0,9,56,6.22,11,70,6.36,2,1,1,0,0,0,1,3,1,2,0,0
"Echeverría, Santiago",DEF,Huracán,2000000,5,0,5,7,0,8,0,0,4,2,5,3,4,0,3,9,41,4.56,10,46,4.6,0,0,0,0,0,0,0,2,4,0,0,0
"Ferrero, Alexis",DEF,Huracán,3400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mancinelli, Federico",DEF,Huracán,3200000,0,7,0,6,5,8,0,6,0,0,2,4,0,0,0,6,31,5.17,7,38,5.43,0,0,0,0,0,0,0,2,1,0,0,0
"Nervo, Martín",DEF,Huracán,4500000,5,7,6,0,5,8,2,5,5,4,3,5,5,5,5,12,58,4.83,14,70,5,0,0,0,0,0,0,0,3,3,0,0,0
"Sosa, Lucas",DEF,Huracán,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sotelo, Guillermo",DEF,Huracán,2800000,0,0,5,5,4,0,2,2,1,0,0,0,0,0,0,6,19,3.17,6,19,3.17,0,0,0,0,0,0,0,1,2,1,0,0
"Zaragoza, Leonardo",DEF,Huracán,2700000,0,0,0,5,0,0,2,0,2,0,0,0,0,4,0,4,13,3.25,4,13,3.25,0,0,0,0,0,0,0,0,2,0,0,0
"Barbeito, Tomás",VOL,Huracán,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bruna, Nicolás",VOL,Huracán,1800000,0,0,0,1,0,0,4,0,4,4,0,0,0,0,0,4,13,3.25,4,13,3.25,0,0,0,0,0,0,0,0,0,1,0,0
"Distéfano, David",VOL,Huracán,900,0,0,0,4,0,0,0,0,0,-1,0,0,0,0,14,3,17,5.67,3,17,5.67,1,1,0,1,0,0,0,0,0,1,0,0
"Favalli, Lucas",VOL,Huracán,2100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gallegos, Ezequiel",VOL,Huracán,2400000,0,0,5,5,5,0,0,4,4,3,0,0,0,5,4,8,35,4.38,8,35,4.38,0,0,0,0,0,0,0,0,0,0,0,0
"Mandarino, Germán",VOL,Huracán,3400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Montenegro, Daniel",VOL,Huracán,5900000,0,0,4,5,5,0,6,0,5,12,0,0,4,0,4,8,45,5.63,8,45,5.63,1,1,0,0,0,0,0,0,1,0,0,0
"Moreno y Fabianesi, Iván",VOL,Huracán,3600000,0,0,3,12,0,6,0,4,4,4,0,0,0,0,0,6,33,5.5,6,33,5.5,0,0,0,0,0,0,1,0,2,0,0,0
"Nieto, Luciano",VOL,Huracán,1900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Robledo, Gabriel",VOL,Huracán,600,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0
"Romero Gamarra, Alejandro",VOL,Huracán,2700000,5,6,0,0,5,7,5,2,0,0,4,0,0,0,0,5,23,4.6,7,34,4.86,0,0,0,0,0,0,0,0,1,0,0,0
"Toranzo, Patricio",VOL,Huracán,4600000,6,2,0,0,13,8,5,0,0,0,6,4,5,6,5,8,52,6.5,10,60,6,1,1,0,1,0,0,0,0,2,0,0,0
"Villarruel, Lucas",VOL,Huracán,3100000,6,5,0,0,0,6,0,6,0,0,2,5,2,6,0,6,27,4.5,8,38,4.75,0,0,0,0,0,0,0,0,2,0,0,0
"Vismara, Federico",VOL,Huracán,4300000,4,5,0,0,6,8,4,7,0,0,6,4,5,0,5,9,45,5,11,54,4.91,0,0,0,0,0,0,0,0,0,1,0,0
"Abila, Ramón",DEL,Huracán,4000000,2,10,5,5,3,30,5,5,0,0,0,0,4,9,6,9,72,8,11,84,7.64,6,6,0,0,0,0,1,0,2,0,0,0
"Borghello, Iván",DEL,Huracán,3200000,0,0,12,3,0,0,0,0,4,0,0,3,0,0,0,4,22,5.5,4,22,5.5,1,1,0,1,0,0,0,0,0,0,0,0
"Campana, Lucas",DEL,Huracán,300,0,0,0,8,0,0,0,4,4,4,0,0,0,0,0,4,20,5,4,20,5,1,1,0,0,0,0,0,0,1,0,0,0
"D'Alia, Patricio",DEL,Huracán,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Espinoza, Cristian",DEL,Huracán,4400000,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,2,8,4,2,8,4,0,0,0,0,0,0,0,0,1,0,0,0
"Gil Clarotti, Agustín",DEL,Huracán,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Orieta, Matías",DEL,Huracán,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Puch, Edson",DEL,Huracán,2700000,0,0,0,6,6,8,5,0,0,0,-1,0,4,0,0,6,28,4.67,6,28,4.67,0,0,0,0,0,0,0,0,0,1,0,0
"Torassa, Agustín",DEL,Huracán,3000000,5,5,0,0,0,0,0,0,5,6,8,8,4,4,6,7,41,5.86,9,51,5.67,2,0,2,1,0,0,0,0,3,0,0,0
"Daffonchio, Facundo",ARQ,Independiente,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Depotte, Alan",ARQ,Independiente,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Montoya, Germán",ARQ,Independiente,3600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rodríguez, Diego Matías",ARQ,Independiente,4800000,10,5,3,3,5,9,3,4,4,8,5,4,6,10,11,13,75,5.77,15,90,6,1,0,1,1,15,0,1,3,0,0,0,0
"Aguilera, Emanuel",DEF,Independiente,3600000,0,0,4,2,5,6,5,6,0,0,0,5,0,0,17,8,50,6.25,8,50,6.25,1,1,0,1,0,0,0,1,2,0,0,0
"Barrios, Rafael",DEF,Independiente,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Breitenbruch, Néstor",DEF,Independiente,3500000,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,4,4,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0
"Cuesta, Víctor",DEF,Independiente,3700000,3,5,3,4,3,16,5,5,4,6,4,0,4,8,5,12,67,5.58,14,75,5.36,1,1,0,0,0,0,0,3,5,0,0,0
"Figal, Nicolás",DEF,Independiente,2000000,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,5.5,0,0,0,0,0,0,0,0,0,0,0,0
"Papa, Emiliano",DEF,Independiente,4000000,6,7,6,5,5,0,3,0,0,7,0,0,5,7,2,8,40,5,10,53,5.3,0,0,0,0,0,0,0,3,2,0,0,0
"Tagliafico, Nicolás",DEF,Independiente,4000000,3,5,6,3,5,8,2,3,5,6,5,5,5,8,5,13,66,5.08,15,74,4.93,0,0,0,0,0,0,0,3,3,0,0,0
"Toledo, Gustavo",DEF,Independiente,3100000,5,5,6,4,6,9,4,5,6,6,3,0,4,7,4,12,64,5.33,14,74,5.29,0,0,0,0,0,0,0,3,1,0,0,0
"Tula, Cristian",DEF,Independiente,3800000,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,5,5,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0
"Vallés, Gabriel",DEF,Independiente,3500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Victorino, Mauricio",DEF,Independiente,3500000,0,0,0,0,0,0,0,0,0,8,6,3,5,7,3,6,32,5.33,6,32,5.33,0,0,0,0,0,0,0,2,2,0,0,0
"Villalba, Lucas",DEF,Independiente,3100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zárate, Alexis",DEF,Independiente,2200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aquino, Claudio",VOL,Independiente,3300000,0,0,0,0,3,6,0,0,0,0,0,0,0,5,0,3,14,4.67,3,14,4.67,0,0,0,0,0,0,0,0,1,0,0,0
"Bellocq, Franco",VOL,Independiente,3000000,5,0,0,0,0,0,0,0,5,0,1,0,0,4,0,3,10,3.33,4,15,3.75,0,0,0,0,0,0,0,0,2,0,0,0
"Graciani, Gabriel",VOL,Independiente,3400000,0,0,0,4,0,0,0,5,0,6,0,0,0,0,0,3,15,5,3,15,5,0,0,0,0,0,0,0,0,1,0,0,0
"Mancuello, Federico",VOL,Independiente,8000000,6,4,20,11,0,14,0,0,6,7,5,0,1,0,0,8,64,8,10,74,7.4,3,3,0,1,0,0,1,0,3,2,0,0
"Méndez, Jesús",VOL,Independiente,4500000,0,0,0,0,5,13,3,6,3,6,5,6,2,2,0,10,51,5.1,10,51,5.1,0,0,0,0,0,0,1,0,4,1,0,0
"Ortiz, Christian",VOL,Independiente,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pisano, Matías",VOL,Independiente,4900000,7,17,4,3,11,6,3,6,5,5,20,6,6,5,5,13,85,6.54,15,109,7.27,2,2,0,1,0,0,3,0,3,0,0,0
"Rodríguez, Diego",VOL,Independiente,2900000,6,4,6,6,4,5,14,3,6,0,0,0,0,0,0,7,44,6.29,9,54,6,1,1,0,1,0,0,0,0,4,0,0,0
"Vitale, Julián",VOL,Independiente,400,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,8,4,2,8,4,0,0,0,0,0,0,0,0,1,0,0,0
"Albertengo, Lucas",DEL,Independiente,5500000,24,6,11,3,12,11,4,10,4,5,5,10,5,15,3,13,98,7.54,15,128,8.53,8,8,0,4,0,0,2,0,2,0,0,0
"Benítez, Martín",DEL,Independiente,1700000,0,5,0,0,0,0,0,7,0,6,5,4,4,0,0,5,26,5.2,6,31,5.17,0,0,0,0,0,0,0,0,0,0,0,0
"Lucero, Juan Martín",DEL,Independiente,4800000,5,5,0,0,0,0,0,0,0,0,0,5,0,0,0,1,5,5,3,15,5,0,0,0,0,0,0,0,0,0,0,0,0
"Pizzini, Francisco",DEL,Independiente,3000000,0,0,0,0,5,0,5,0,4,0,5,5,0,0,0,5,24,4.8,5,24,4.8,0,0,0,0,0,0,0,0,0,0,0,0
"Riaño, Claudio",DEL,Independiente,4500000,0,0,0,4,0,11,12,5,5,4,0,0,4,4,4,9,53,5.89,9,53,5.89,2,2,0,1,0,0,0,0,0,0,0,0
